,Creditability,Account_Balance,Duration_of_Credit_monthly,Payment_Status_of_Previous_Credit,Purpose,Credit_Amount,Value_Savings_Stocks,Length_of_current_employment,Instalment_per_cent,Sex_Marital_Status,Guarantors,Duration_in_Current_address,Most_valuable_available_asset,Age_years,Concurrent_Credits,Type_of_apartment,No_of_Credits_at_this_Bank,Occupation,No_of_dependents,Telephone,Foreign_Worker
566,1,None,36,No Problem with Current Credits,Retraining,9857,Below 100 DM,"[4, 7)",Above 35%,"Male, Married/Widowed",None,"[4, 7)",Car,31,None,Rented,2 or 3,Unskilled Permanent Resident,Less than 3,Yes,No
567,1,200 DM or Above,6,Previous Credits Paid,Other,362,Below 100 DM,"[1, 4)",Below 20%,"Male, Single",None,Above 7,Life Insurance,52,None,Rented,2 or 3,Unskilled Permanent Resident,3 or More,No,No
568,1,200 DM or Above,12,Previous Credits Paid,Used Car,1935,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,None,43,None,Rented,4 or 5,Skilled,3 or More,Yes,No
569,1,200 DM or Above,48,Paid Up,Furniture,10222,Above 1000,"[4, 7)",Below 20%,"Male, Married/Widowed",None,"[4, 7)",Life Insurance,37,Dept. Store,Rented,1,Skilled,3 or More,Yes,No
570,1,Below 200 DM,12,Paid Up,Other,1330,None,<1 Year,Below 20%,"Male, Married/Widowed",None,<1 Year,None,26,None,Rented,1,Skilled,3 or More,No,No
571,1,200 DM or Above,36,Paid Up,Repair,9055,Above 1000,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,Above 7,Real Estate,35,None,Owned,1,Unskilled Permanent Resident,Less than 3,Yes,No
572,1,None,26,Paid Up,New Car,7966,None,<1 Year,"(25%, 35%)","Male, Married/Widowed",None,"[4, 7)",Life Insurance,30,None,Rented,2 or 3,Skilled,3 or More,No,No
573,1,None,30,Other Credits,Used Car,3496,"[500, 1000)","[1, 4)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Life Insurance,34,Dept. Store,Rented,1,Skilled,Less than 3,Yes,No
574,1,None,36,Paid Up,New Car,6948,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",Life Insurance,35,None,Free,1,Executive,3 or More,Yes,No
575,1,None,48,Delayed,Retraining,12204,Above 1000,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",Life Insurance,48,Other Banks,Rented,1,Executive,3 or More,Yes,No
576,0,No Account,36,Paid Up,Used Car,3446,None,Above 7,Below 20%,"Male, Married/Widowed",None,"[1, 4)",Life Insurance,42,None,Rented,1,Skilled,Less than 3,No,No
577,0,No Account,12,Paid Up,Repair,684,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,40,None,Free,1,Unskilled Permanent Resident,Less than 3,No,No
578,0,No Account,33,Previous Credits Paid,Used Car,4281,"[100, 500)","[1, 4)",Above 35%,"Male, Single",None,Above 7,Life Insurance,23,None,Rented,2 or 3,Skilled,3 or More,No,No
579,0,No Account,42,Paid Up,Furniture,7174,Above 1000,"[4, 7)",Below 20%,"Male, Single",None,"[4, 7)",Life Insurance,30,None,Rented,1,Executive,3 or More,Yes,No
580,0,No Account,24,Other Credits,Furniture,1546,None,"[4, 7)",Below 20%,"Male, Married/Widowed",Guarantor,Above 7,Life Insurance,24,Other Banks,Free,1,Unskilled Permanent Resident,3 or More,No,No
581,0,No Account,24,Paid Up,Used Car,2359,Below 100 DM,Unemployed,Above 35%,"Male, Divorced",None,<1 Year,Car,33,None,Rented,1,Skilled,3 or More,No,No
582,0,200 DM or Above,24,Paid Up,Furniture,3621,Below 100 DM,Above 7,"(25%, 35%)","Male, Married/Widowed",None,Above 7,Life Insurance,31,None,Rented,2 or 3,Skilled,3 or More,No,No
583,0,No Account,12,Paid Up,Radio/TV,741,Below 100 DM,Unemployed,Below 20%,"Male, Single",None,"[4, 7)",Car,22,None,Rented,1,Skilled,3 or More,No,No
584,0,No Account,12,Paid Up,Used Car,7865,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,53,None,Owned,1,Executive,3 or More,Yes,No
585,1,No Account,24,Paid Up,New Car,2910,None,"[4, 7)","(25%, 35%)","Male, Married/Widowed",None,<1 Year,Real Estate,34,None,Owned,1,Executive,3 or More,Yes,No
586,1,No Account,18,Previous Credits Paid,Other,5302,None,Above 7,"(25%, 35%)","Male, Married/Widowed",None,Above 7,Real Estate,36,None,Owned,4 or 5,Executive,3 or More,Yes,No
587,1,No Account,36,Paid Up,Used Car,3620,None,"[1, 4)",Above 35%,"Male, Married/Widowed",Guarantor,"[1, 4)",Car,37,None,Rented,1,Skilled,Less than 3,No,No
588,1,No Account,18,Paid Up,Furniture,3509,None,"[4, 7)",Below 20%,"Male, Single",Guarantor,<1 Year,None,25,None,Rented,1,Skilled,3 or More,No,No
589,1,None,12,Paid Up,Used Car,3017,None,<1 Year,"[20%, 25%)","Male, Single",None,<1 Year,None,34,None,Free,1,Executive,3 or More,No,No
590,1,No Account,12,Paid Up,Used Car,1657,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",None,27,None,Rented,1,Skilled,3 or More,No,No
591,1,No Account,8,Previous Credits Paid,Business,1164,None,Above 7,"[20%, 25%)","Male, Married/Widowed",None,Above 7,Real Estate,51,Other Banks,Owned,2 or 3,Executive,Less than 3,Yes,No
592,0,No Account,36,Previous Credits Paid,Used Car,6229,None,<1 Year,Below 20%,"Male, Single",Co-applicant,Above 7,Real Estate,23,None,Free,2 or 3,Unskilled Permanent Resident,3 or More,Yes,No
593,0,No Account,24,Other Credits,Other,1193,None,Unemployed,Above 35%,"Male, Single",Co-applicant,Above 7,Real Estate,29,None,Free,2 or 3,"Unemployed, unskilled",3 or More,No,No
594,1,No Account,30,Delayed,Used Car,4583,None,"[1, 4)","(25%, 35%)","Male, Divorced",Guarantor,"[1, 4)",None,32,None,Rented,2 or 3,Skilled,3 or More,No,No
595,1,No Account,36,Previous Credits Paid,Used Car,5371,None,"[1, 4)","[20%, 25%)","Male, Married/Widowed",Guarantor,"[1, 4)",Car,28,None,Rented,2 or 3,Skilled,3 or More,No,No
596,1,No Account,12,Paid Up,Used Car,708,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",Guarantor,"[4, 7)",Car,38,None,Rented,1,Unskilled Permanent Resident,Less than 3,No,No
597,1,No Account,21,Previous Credits Paid,Other,571,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,None,65,None,Rented,2 or 3,Skilled,3 or More,No,No
598,1,No Account,30,Paid Up,Furniture,2522,None,Above 7,Above 35%,"Male, Married/Widowed",Guarantor,"[4, 7)",Car,39,None,Rented,1,Skilled,Less than 3,No,No
599,0,No Account,36,Paid Up,Used Car,5179,None,"[4, 7)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Car,29,None,Rented,1,Skilled,3 or More,No,No
600,0,No Account,36,Paid Up,New Car,8229,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",Car,26,None,Rented,1,Skilled,Less than 3,No,No
601,1,200 DM or Above,24,Previous Credits Paid,Used Car,2028,None,"[4, 7)","(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",Car,30,None,Rented,2 or 3,Unskilled Permanent Resident,3 or More,No,No
602,1,No Account,6,Paid Up,Other,1374,Above 1000,Unemployed,Below 20%,"Male, Single",None,"[4, 7)",Car,75,None,Rented,1,Executive,3 or More,Yes,No
603,1,No Account,12,Paid Up,Used Car,1289,None,"[1, 4)",Below 20%,"Male, Married/Widowed",Guarantor,<1 Year,Car,21,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
604,0,No Account,36,Paid Up,Used Car,2712,None,Above 7,"(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",Car,41,Other Banks,Rented,1,Skilled,Less than 3,No,No
605,1,No Account,15,Previous Credits Paid,Used Car,975,None,"[1, 4)","(25%, 35%)","Male, Divorced",None,"[4, 7)",Car,25,None,Rented,2 or 3,Skilled,3 or More,No,No
606,1,None,6,No Problem with Current Credits,Used Car,1050,None,Unemployed,Below 20%,"Male, Married/Widowed",None,<1 Year,Car,35,Dept. Store,Rented,2 or 3,Executive,3 or More,Yes,Yes
607,1,No Account,6,Previous Credits Paid,Other,609,None,"[4, 7)",Below 20%,"Male, Single",None,"[4, 7)",Car,37,None,Rented,2 or 3,Skilled,3 or More,No,No
608,1,No Account,48,Paid Up,New Car,4788,None,"[4, 7)",Below 20%,"Male, Married/Widowed",None,"[4, 7)",Car,26,None,Rented,1,Skilled,Less than 3,No,No
609,1,None,24,Paid Up,Used Car,3069,Below 100 DM,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,30,None,Owned,1,Skilled,3 or More,No,No
610,0,None,12,Paid Up,Other,836,Below 100 DM,<1 Year,Below 20%,"Male, Single",None,"[1, 4)",Car,23,Other Banks,Rented,1,Unskilled Permanent Resident,3 or More,No,No
611,1,No Account,12,Paid Up,Used Car,2577,None,"[1, 4)","(25%, 35%)","Male, Divorced",None,<1 Year,Life Insurance,42,None,Rented,1,Skilled,3 or More,No,No
612,1,No Account,12,Paid Up,Used Car,1620,None,"[1, 4)","(25%, 35%)","Male, Single",Co-applicant,"[4, 7)",Car,30,None,Rented,1,Skilled,3 or More,No,No
613,1,No Account,15,Paid Up,Used Car,1845,None,<1 Year,Below 20%,"Male, Single",Guarantor,<1 Year,Car,46,None,Free,1,Skilled,3 or More,No,No
614,1,No Account,24,Paid Up,New Car,6579,None,Unemployed,Below 20%,"Male, Married/Widowed",None,"[1, 4)",Real Estate,29,None,Owned,1,Executive,3 or More,Yes,No
615,1,No Account,12,Paid Up,Other,1893,None,"[1, 4)",Below 20%,"Male, Single",Guarantor,Above 7,Car,29,None,Rented,1,Skilled,3 or More,Yes,No
616,1,No Account,30,Previous Credits Paid,New Car,10623,None,Above 7,"[20%, 25%)","Male, Married/Widowed",None,Above 7,Real Estate,38,None,Owned,4 or 5,Executive,Less than 3,Yes,No
617,1,No Account,18,Paid Up,Other,2249,Below 100 DM,"[4, 7)",Below 20%,"Male, Married/Widowed",None,"[4, 7)",Life Insurance,30,None,Rented,1,Executive,Less than 3,Yes,No
618,0,No Account,30,Paid Up,Used Car,3108,None,<1 Year,"(25%, 35%)","Male, Divorced",None,Above 7,Car,31,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
619,1,None,12,Previous Credits Paid,Other,958,None,"[4, 7)","(25%, 35%)","Male, Married/Widowed",None,"[4, 7)",None,47,None,Rented,2 or 3,Unskilled Permanent Resident,Less than 3,No,No
620,1,200 DM or Above,24,Paid Up,New Car,9277,Above 1000,"[1, 4)","(25%, 35%)","Male, Divorced",None,Above 7,Real Estate,48,None,Owned,1,Skilled,3 or More,Yes,No
621,1,200 DM or Above,24,Previous Credits Paid,Business,6314,None,Unemployed,Below 20%,"Male, Married/Widowed",Co-applicant,"[1, 4)",Real Estate,27,Other Banks,Rented,2 or 3,Executive,3 or More,Yes,No
622,1,No Account,12,Previous Credits Paid,New Car,1526,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,66,None,Owned,2 or 3,Executive,3 or More,No,No
623,1,No Account,12,Paid Up,Used Car,3590,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",Co-applicant,"[1, 4)",Car,29,None,Rented,1,Unskilled Permanent Resident,Less than 3,No,No
624,1,No Account,24,Previous Credits Paid,New Car,6615,None,Unemployed,"(25%, 35%)","Male, Married/Widowed",None,Above 7,Real Estate,75,None,Owned,2 or 3,Executive,3 or More,Yes,No
625,1,No Account,6,Previous Credits Paid,Used Car,1872,None,Unemployed,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,36,None,Owned,4 or 5,Executive,3 or More,Yes,No
626,1,200 DM or Above,12,Paid Up,Other,2859,Above 1000,Unemployed,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,38,None,Rented,1,Executive,3 or More,Yes,No
627,1,200 DM or Above,18,Previous Credits Paid,Furniture,1582,"[500, 1000)",Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,46,None,Rented,2 or 3,Skilled,3 or More,No,No
628,1,200 DM or Above,6,Paid Up,Vacation,1238,Above 1000,Unemployed,Below 20%,"Male, Married/Widowed",None,Above 7,Car,36,None,Rented,1,Executive,Less than 3,Yes,No
629,1,No Account,12,Paid Up,Used Car,2578,None,Unemployed,"[20%, 25%)","Male, Single",None,Above 7,Real Estate,55,None,Owned,1,Executive,3 or More,No,No
630,1,No Account,15,Previous Credits Paid,Used Car,1433,None,"[1, 4)",Below 20%,"Male, Single",None,"[4, 7)",Car,25,None,Free,2 or 3,Skilled,3 or More,No,No
631,1,No Account,42,Paid Up,Used Car,7882,None,"[4, 7)","(25%, 35%)","Male, Married/Widowed",Guarantor,Above 7,Car,45,None,Owned,1,Skilled,Less than 3,No,No
632,1,No Account,24,Paid Up,Used Car,4169,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,Above 7,Car,28,None,Rented,1,Skilled,3 or More,No,No
633,1,No Account,36,Paid Up,Used Car,3959,None,Unemployed,Below 20%,"Male, Married/Widowed",None,"[4, 7)",Car,30,None,Rented,1,Executive,3 or More,Yes,No
634,1,No Account,36,Paid Up,Other,3249,None,"[4, 7)","(25%, 35%)","Male, Married/Widowed",None,Above 7,Real Estate,39,Other Banks,Owned,1,Executive,Less than 3,Yes,No
635,1,No Account,24,Paid Up,Used Car,3149,None,<1 Year,Below 20%,"Male, Married/Widowed",None,<1 Year,Real Estate,22,Other Banks,Owned,1,Skilled,3 or More,No,No
636,0,No Account,12,Previous Credits Paid,Used Car,2246,None,Above 7,"[20%, 25%)","Male, Married/Widowed",None,"[4, 7)",Car,60,None,Rented,2 or 3,Skilled,3 or More,No,No
637,1,No Account,13,Previous Credits Paid,Retraining,1797,None,<1 Year,"[20%, 25%)","Male, Married/Widowed",None,<1 Year,Car,28,Other Banks,Rented,2 or 3,Unskilled Permanent Resident,3 or More,No,No
638,1,No Account,20,Previous Credits Paid,Used Car,4272,None,Above 7,Above 35%,"Male, Single",None,Above 7,Car,24,None,Rented,2 or 3,Skilled,3 or More,No,No
639,1,No Account,24,Previous Credits Paid,New Car,2957,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Car,63,None,Rented,2 or 3,Skilled,3 or More,Yes,No
640,1,No Account,36,Previous Credits Paid,Used Car,2348,None,"[1, 4)","[20%, 25%)",Female,None,"[1, 4)",Car,46,None,Rented,2 or 3,Skilled,3 or More,Yes,No
641,1,Below 200 DM,42,Delayed,Retraining,6289,None,<1 Year,"(25%, 35%)","Male, Divorced",None,<1 Year,Car,33,None,Rented,2 or 3,Skilled,3 or More,No,No
642,1,No Account,24,Previous Credits Paid,New Car,6419,None,Above 7,"(25%, 35%)","Male, Single",None,Above 7,Real Estate,44,None,Owned,2 or 3,Executive,Less than 3,Yes,No
643,0,No Account,48,Previous Credits Paid,New Car,6143,None,Above 7,Below 20%,"Male, Single",None,Above 7,Real Estate,58,Dept. Store,Owned,2 or 3,Unskilled Permanent Resident,3 or More,No,No
644,1,200 DM or Above,24,Previous Credits Paid,Repair,1597,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,54,None,Owned,2 or 3,Skilled,Less than 3,No,No
645,1,No Account,36,Paid Up,Business,15857,None,Unemployed,"(25%, 35%)","Male, Divorced",Co-applicant,"[4, 7)",Life Insurance,43,None,Rented,1,Executive,3 or More,No,No
646,1,200 DM or Above,24,Previous Credits Paid,Furniture,2223,Below 100 DM,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Car,52,Other Banks,Rented,2 or 3,Skilled,3 or More,No,No
647,1,200 DM or Above,48,No Problem with Current Credits,Furniture,7238,Above 1000,Above 7,"[20%, 25%)","Male, Married/Widowed",None,"[4, 7)",Life Insurance,32,Other Banks,Rented,2 or 3,Skilled,Less than 3,No,No
648,1,None,30,No Problem with Current Credits,Retraining,2503,Below 100 DM,Above 7,Below 20%,"Male, Married/Widowed",None,"[1, 4)",Car,41,Dept. Store,Rented,2 or 3,Skilled,3 or More,No,No
649,1,None,18,Paid Up,Retraining,2622,Below 100 DM,"[1, 4)",Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,34,None,Rented,1,Skilled,3 or More,No,No
650,1,None,24,Paid Up,Used Car,4351,Above 1000,"[1, 4)",Above 35%,"Male, Single",None,Above 7,Car,48,None,Rented,1,Unskilled Permanent Resident,3 or More,Yes,No
651,1,None,6,Paid Up,Furniture,368,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Car,38,None,Rented,1,Skilled,3 or More,No,No
652,1,None,12,Paid Up,Vacation,754,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Car,38,None,Rented,2 or 3,Skilled,3 or More,No,No
653,1,200 DM or Above,24,Previous Credits Paid,Furniture,2424,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Car,53,None,Rented,2 or 3,Skilled,3 or More,No,No
654,1,None,48,No Problem with Current Credits,Retraining,6681,Above 1000,"[1, 4)",Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,38,None,Owned,1,Skilled,Less than 3,Yes,No
655,1,None,18,No Problem with Current Credits,Retraining,2427,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",None,"[1, 4)",Car,42,None,Rented,2 or 3,Skilled,3 or More,No,No
656,0,None,24,Previous Credits Paid,Furniture,1216,Below 100 DM,<1 Year,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,38,Other Banks,Rented,2 or 3,Skilled,Less than 3,No,No
657,1,None,6,Paid Up,Furniture,753,None,"[1, 4)","(25%, 35%)","Male, Single",Guarantor,"[4, 7)",None,64,None,Rented,1,Skilled,3 or More,No,No
658,1,None,7,Paid Up,Furniture,2576,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",Guarantor,"[1, 4)",None,35,None,Rented,1,Skilled,3 or More,No,Yes
659,1,None,6,Paid Up,Furniture,590,None,<1 Year,"[20%, 25%)",Female,None,"[4, 7)",None,26,None,Rented,1,Unskilled Permanent Resident,3 or More,No,Yes
660,1,None,8,Paid Up,Furniture,1414,None,"[1, 4)",Below 20%,"Male, Married/Widowed",Guarantor,"[1, 4)",None,33,None,Rented,1,Skilled,3 or More,No,Yes
661,1,None,12,Paid Up,Furniture,1103,None,"[4, 7)",Below 20%,"Male, Married/Widowed",Guarantor,"[4, 7)",None,29,None,Rented,2 or 3,Skilled,3 or More,No,No
662,1,None,12,No Problem with Current Credits,Furniture,585,None,"[1, 4)",Below 20%,Female,Co-applicant,Above 7,None,20,None,Free,2 or 3,Skilled,3 or More,No,No
663,1,None,6,Paid Up,Furniture,1068,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,28,None,Rented,1,Skilled,Less than 3,No,No
664,1,No Account,8,Previous Credits Paid,Other,713,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,None,47,None,Rented,2 or 3,Unskilled Permanent Resident,3 or More,No,No
665,1,None,12,Paid Up,Furniture,1092,None,"[1, 4)",Below 20%,"Male, Single",Guarantor,Above 7,None,49,None,Rented,2 or 3,Skilled,3 or More,Yes,No
666,1,None,7,Paid Up,Furniture,2329,None,<1 Year,Above 35%,"Male, Single",Guarantor,<1 Year,None,45,None,Rented,1,Skilled,3 or More,No,No
667,1,None,13,Previous Credits Paid,Furniture,882,None,<1 Year,Below 20%,"Male, Married/Widowed",Guarantor,Above 7,None,23,None,Rented,2 or 3,Skilled,3 or More,No,No
668,1,None,18,Paid Up,Furniture,866,None,"[1, 4)",Below 20%,Female,Guarantor,"[1, 4)",None,25,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
669,1,None,7,Paid Up,Furniture,2415,None,"[1, 4)","[20%, 25%)","Male, Married/Widowed",Guarantor,"[1, 4)",None,34,None,Rented,1,Skilled,3 or More,No,No
670,1,None,13,Paid Up,Furniture,2101,None,<1 Year,"(25%, 35%)","Male, Single",Guarantor,Above 7,Car,23,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
671,1,None,18,Paid Up,Furniture,1301,None,Above 7,Below 20%,Female,Guarantor,"[1, 4)",None,32,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
672,1,None,18,Paid Up,Furniture,1113,None,"[1, 4)",Below 20%,"Male, Single",Guarantor,Above 7,None,26,None,Rented,1,Unskilled Permanent Resident,Less than 3,No,No
673,1,None,8,Paid Up,Furniture,760,None,"[4, 7)",Below 20%,"Male, Single",Guarantor,"[1, 4)",None,44,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
674,1,None,12,Paid Up,Furniture,625,None,<1 Year,Below 20%,Female,Guarantor,<1 Year,None,26,Other Banks,Rented,1,Unskilled Permanent Resident,3 or More,No,No
675,1,Below 200 DM,6,Previous Credits Paid,Other,1323,Below 100 DM,Above 7,"(25%, 35%)","Male, Divorced",None,Above 7,Life Insurance,28,None,Rented,2 or 3,Skilled,Less than 3,Yes,No
676,1,No Account,9,Previous Credits Paid,Furniture,1138,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,Above 7,None,25,None,Rented,2 or 3,Unskilled Permanent Resident,3 or More,No,No
677,1,None,18,Previous Credits Paid,Furniture,1795,None,Above 7,"[20%, 25%)","Male, Single",Guarantor,Above 7,None,48,Other Banks,Free,2 or 3,Unskilled Permanent Resident,3 or More,Yes,No
678,1,None,15,Previous Credits Paid,Furniture,2728,Above 1000,"[4, 7)",Below 20%,"Male, Married/Widowed",Guarantor,"[1, 4)",None,35,Other Banks,Rented,4 or 5,Skilled,3 or More,Yes,No
679,1,None,6,Paid Up,Furniture,484,None,"[4, 7)","[20%, 25%)",Female,Guarantor,"[4, 7)",None,28,Other Banks,Rented,1,Unskilled Permanent Resident,3 or More,No,No
680,1,None,10,Other Credits,Furniture,1048,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,Above 7,None,23,Dept. Store,Rented,1,Unskilled Permanent Resident,3 or More,No,No
681,1,None,12,Paid Up,Furniture,1155,None,Above 7,"[20%, 25%)",Female,Guarantor,"[4, 7)",None,40,Other Banks,Rented,2 or 3,Unskilled Permanent Resident,3 or More,No,No
682,1,None,20,No Problem with Current Credits,New Car,7057,Above 1000,"[4, 7)","[20%, 25%)","Male, Married/Widowed",None,Above 7,Car,36,Other Banks,Free,2 or 3,Executive,Less than 3,Yes,No
683,1,None,15,Previous Credits Paid,Furniture,1537,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",Guarantor,Above 7,None,50,None,Rented,2 or 3,Skilled,3 or More,Yes,No
684,1,No Account,12,Paid Up,Furniture,2214,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,"[4, 7)",Car,24,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
685,1,200 DM or Above,24,Previous Credits Paid,Used Car,1585,None,"[4, 7)",Below 20%,"Male, Married/Widowed",None,"[4, 7)",Car,40,None,Rented,2 or 3,Skilled,3 or More,No,No
686,1,None,10,Paid Up,Used Car,1521,None,"[1, 4)",Below 20%,"Male, Divorced",None,"[1, 4)",Life Insurance,31,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
687,1,None,36,Other Credits,Radio/TV,3990,Above 1000,<1 Year,"[20%, 25%)","Male, Single",None,"[1, 4)",Real Estate,29,Other Banks,Rented,1,"Unemployed, unskilled",3 or More,No,No
688,1,Below 200 DM,18,Paid Up,Used Car,3049,None,<1 Year,Above 35%,"Male, Single",None,<1 Year,Car,45,Dept. Store,Rented,1,Unskilled Permanent Resident,3 or More,No,No
689,0,No Account,24,Paid Up,Furniture,1282,Below 100 DM,"[1, 4)",Below 20%,"Male, Single",None,"[1, 4)",Life Insurance,32,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
690,1,200 DM or Above,60,Paid Up,Furniture,10144,Below 100 DM,"[4, 7)","(25%, 35%)","Male, Single",None,Above 7,None,21,None,Rented,1,Skilled,3 or More,Yes,No
691,1,No Account,12,Paid Up,Other,1168,None,"[1, 4)",Below 20%,Female,None,"[4, 7)",None,27,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
692,1,None,6,Paid Up,Appliances,454,None,<1 Year,"[20%, 25%)",Female,None,<1 Year,Car,22,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
693,1,200 DM or Above,15,No Problem with Current Credits,New Car,3594,None,<1 Year,Above 35%,"Male, Single",None,"[1, 4)",Car,46,None,Rented,2 or 3,Unskilled Permanent Resident,3 or More,No,No
694,1,200 DM or Above,12,Paid Up,Used Car,1768,None,"[1, 4)","[20%, 25%)","Male, Married/Widowed",None,"[1, 4)",None,24,None,Free,1,Unskilled Permanent Resident,3 or More,No,No
695,1,200 DM or Above,60,No Problem with Current Credits,Furniture,15653,None,"[4, 7)","(25%, 35%)","Male, Married/Widowed",None,Above 7,Life Insurance,21,None,Rented,2 or 3,Skilled,3 or More,Yes,No
696,1,Below 200 DM,12,No Problem with Current Credits,Other,2247,None,"[1, 4)","(25%, 35%)","Male, Single",None,"[1, 4)",Life Insurance,36,Dept. Store,Rented,2 or 3,Skilled,3 or More,Yes,No
697,1,200 DM or Above,24,Paid Up,Furniture,1413,None,"[1, 4)",Below 20%,Female,None,"[1, 4)",Car,28,None,Rented,1,Skilled,3 or More,No,No
698,1,None,45,Previous Credits Paid,New Car,4576,Below 100 DM,Unemployed,"[20%, 25%)","Male, Married/Widowed",None,Above 7,Life Insurance,27,None,Rented,1,Skilled,3 or More,No,No
699,1,No Account,24,Previous Credits Paid,Furniture,1231,"[500, 1000)",Above 7,Below 20%,"Male, Single",None,Above 7,Car,57,None,Free,2 or 3,Executive,3 or More,Yes,No
700,0,No Account,36,Paid Up,New Car,8335,Above 1000,Above 7,"[20%, 25%)","Male, Married/Widowed",None,Above 7,Real Estate,47,None,Owned,1,Skilled,3 or More,No,No
701,1,None,36,Previous Credits Paid,New Car,5800,None,"[1, 4)","[20%, 25%)","Male, Married/Widowed",None,Above 7,Life Insurance,34,None,Rented,2 or 3,Skilled,3 or More,Yes,No
702,1,No Account,18,No Problem with Current Credits,Repair,8471,Above 1000,"[1, 4)",Above 35%,"Male, Single",None,"[1, 4)",Life Insurance,23,None,Free,2 or 3,Skilled,3 or More,Yes,No
703,1,No Account,30,Paid Up,Used Car,3622,"[500, 1000)",Above 7,Below 20%,"Male, Single",None,Above 7,Car,57,None,Free,2 or 3,Skilled,3 or More,Yes,No
704,1,No Account,6,Previous Credits Paid,Furniture,1169,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,None,67,None,Rented,2 or 3,Skilled,3 or More,Yes,No
705,1,200 DM or Above,15,Paid Up,Radio/TV,1262,"[100, 500)","[4, 7)",Below 20%,"Male, Married/Widowed",None,"[4, 7)",Car,36,None,Rented,2 or 3,Skilled,3 or More,Yes,No
706,1,Below 200 DM,24,Previous Credits Paid,Used Car,3617,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",Co-applicant,Above 7,Real Estate,20,None,Free,2 or 3,Skilled,3 or More,No,No
707,1,None,30,Previous Credits Paid,Other,2181,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,None,36,None,Rented,2 or 3,Skilled,3 or More,No,No
708,0,No Account,48,Other Credits,Retraining,7685,None,"[4, 7)","(25%, 35%)","Male, Single",Guarantor,Above 7,Life Insurance,37,None,Free,1,Skilled,3 or More,No,No
709,1,200 DM or Above,48,Previous Credits Paid,Repair,6110,None,"[1, 4)",Above 35%,"Male, Married/Widowed",None,"[4, 7)",Real Estate,31,Other Banks,Owned,1,Skilled,3 or More,Yes,No
